"Note_Id"	"Prompt"	"Prompt_Raw"	"SAS_Show_Prompt"	"SAS_Prompt"	"SAS_Prompt_Raw"	"SAS1"	"SAS1_Raw"	"SAS2"	"SAS2_Raw"	"SAS_Refs"	"SAS_Refs_Raw"	"SAS_Cat"	"R_Prompt"	"R_Prompt_Raw"	"R1"	"R1_Raw"	"R2"	"R2_Raw"	"R_Cat"	"R_vs_SAS"	"R_vs_SAS_Raw"	"Tags"
"DS074869"	"Summarize data set. For example, by calculating simple descriptive statistics for a number of variables."	"Summarize data set. For example, by calculating simple descriptive statistics for a number of variables."	"Y"	"Calculate mean <font class=dscode>wt</font> and max <font class=dscode>ht</font> within levels of <font class=dscode>agecat</font>. Use the automatically generated variable names for the created variables. What are these names?"	"Calculate mean `wt` and max `ht` within levels of `agecat`. Use the automatically generated variable names for the created variables. What are these names?"	"<font class=dscode>PROC SUMMARY DATA=set1;</font><br><font class=dscode> CLASS agecat;</font><br><font class=dscode> VAR wt ht;</font><br><font class=dscode> OUTPUT mean(wt) max(ht) / AUTONAME;</font><br><font class=dscode>RUN;</font><br><br>Created variables are <font class=dscode>wt_Mean</font> and <font class=dscode>ht_Max</font>. If the length of the new name is &gt; 32 characters, the variable portion is truncated."	"`PROC SUMMARY DATA=set1;`
` CLASS agecat;`
` VAR wt ht;`
` OUTPUT mean(wt) max(ht) / AUTONAME;`
`RUN;`

Created variables are `wt_Mean` and `ht_Max`. If the length of the new name is > 32 characters, the variable portion is truncated."	""	""	""	""	"base"	""	""	""	""	""	""	"tidy"	""	""	"SAS_include R_tidy SAS_base"
"DS079783"	"What is the default behavior with respect to missing values in PROC TABULATE."	"What is the default behavior with respect to missing values in PROC TABULATE."	"Y"	"How can the behavior be changed?"	"How can the behavior be changed?"	"Any observation with a missing value for a CLASS variable is excluded.<br><br>This can be overridden with the MISSING option (of the PROC TABULATE statement)."	"Any observation with a missing value for a CLASS variable is excluded.

This can be overridden with the MISSING option (of the PROC TABULATE statement)."	""	""	""	""	"base"	""	""	""	""	""	""	"XS"	""	""	"SAS_include R_XS SAS_base"
"DS088128"	"Add 3 months to a date and return the beginning of the month, the middle of the month, the end of the month, and the same day of the month. Which is the default?<br><br>How does same day work? For example, what happens if you shift the date February 29, 2020 forward by 1 year?"	"Add 3 months to a date and return the beginning of the month, the middle of the month, the end of the month, and the same day of the month. Which is the default?

How does same day work? For example, what happens if you shift the date February 29, 2020 forward by 1 year?"	"Y"	""	""	"<font class=dscode>INTNX(&apos;MONTH&apos;, dt, 3, &apos;B&apos;);</font> (default)<br><font class=dscode>INTNX(&apos;MONTH&apos;, dt, 3, &apos;M&apos;);</font> <br><font class=dscode>INTNX(&apos;MONTH&apos;, dt, 3, &apos;E&apos;);</font><br><font class=dscode>INTNX(&apos;MONTH&apos;, dt, 3, &apos;S&apos;);</font><br><br>The above are aliases for <font class=dscode>BEGINNING</font>, <font class=dscode>MIDDLE</font>, <font class=dscode>END</font>, and <font class=dscode>SAME</font>/<font class=dscode>SAMEDAY</font>.<br><br>Intervals are aligned by picking the nearest day in the shift period for that interval. QTR/YEAR/SEMIYEAR have a shift period of MONTH, which means shifting February 29 by 1 year will use the 29th day in the 2nd month of the shifted year (and not, for example, the 60th day in the shifted year). Since February 29, 2021 doesn&apos;t exist, the nearest date in the month is chosen."	"`INTNX('MONTH', dt, 3, 'B');` (default)
`INTNX('MONTH', dt, 3, 'M');` 
`INTNX('MONTH', dt, 3, 'E');`
`INTNX('MONTH', dt, 3, 'S');`

The above are aliases for `BEGINNING`, `MIDDLE`, `END`, and `SAME`/`SAMEDAY`.

Intervals are aligned by picking the nearest day in the shift period for that interval. QTR/YEAR/SEMIYEAR have a shift period of MONTH, which means shifting February 29 by 1 year will use the 29th day in the 2nd month of the shifted year (and not, for example, the 60th day in the shifted year). Since February 29, 2021 doesn't exist, the nearest date in the month is chosen."	"°The online documentation also indicates that WEEK/WEEKDAY have shift periods of DAY rather than WEEK, but I don&apos;t really understand the implications of that. In any case, it is of limited use in medical statistics."	"°The online documentation also indicates that WEEK/WEEKDAY have shift periods of DAY rather than WEEK, but I don't really understand the implications of that. In any case, it is of limited use in medical statistics."	""	""	"base"	""	""	""	""	""	""	"base"	""	""	"SAS_include R_base SAS_base"
"DS096567"	"What&apos;s the best place to put a WHERE statement in a data step and why."	"What's the best place to put a WHERE statement in a data step and why."	"Y"	""	""	"Right before or after the SET or MERGE statement, or at least, before any assignment of variables in the data set. This is because WHERE is applied before any variables are assigned."	"Right before or after the SET or MERGE statement, or at least, before any assignment of variables in the data set. This is because WHERE is applied before any variables are assigned."	""	""	""	""	"base"	""	""	""	""	""	""	"XS"	""	""	"SAS_include R_XS SAS_base"
"DS108499"	"Return an object whose name is stored in another object."	"Return an object whose name is stored in another object."	""	"Give the value of a macro variable, whose name is in the macro variable <font class=dscode>varname</font>.<br><br>Describe how the macro processor resolves the answer.<br><br>For the sake of concreteness, assume the variables are defined as:<br><font class=dscode>%let varname = myvar;</font><br><font class=dscode>%let myvar = foo;</font><br>"	"Give the value of a macro variable, whose name is in the macro variable `varname`.

Describe how the macro processor resolves the answer.

For the sake of concreteness, assume the variables are defined as:
`%let varname = myvar;`
`%let myvar = foo;`
"	"<font class=dscode>&amp;&amp;&amp;VARNAME</font><br><br>Macro processor resolves <font class=dscode>&amp;&amp;</font> to <font class=dscode>&amp;</font> and <font class=dscode>&amp;VARNAME</font> to <font class=dscode>myvar</font>, this results in the token <font class=dscode>&amp;myvar</font>. This requires a second pass of the macro processor which resolves this to <font class=dscode>foo</font>."	"`&&&VARNAME`

Macro processor resolves `&&` to `&` and `&VARNAME` to `myvar`, this results in the token `&myvar`. This requires a second pass of the macro processor which resolves this to `foo`."	""	""	""	""	"macro"	""	""	""	""	""	""	"base"	""	""	"SAS_include R_base SAS_macro"
"DS113760"	"Change the file format of graphics output."	"Change the file format of graphics output."	"Y"	"(ODS Statistical Graphics)"	"(ODS Statistical Graphics)"	"<font class=dscode>ODS GRAPHICS / OUTPUTFMT=png;</font>"	"`ODS GRAPHICS / OUTPUTFMT=png;`"	""	""	""	""	"ods"	"Assume png format."	"Assume png format."	"The output device (png, bmp, etc) is selected when specifying the output file name based on whatever function was called, e.g.:<br><font class=dscode>png(filename, ...)</font><br><font class=dscode>bmp(filename, ...)</font><br><br>Issue one or more plot commands, and call <font class=dscode>dev.off()</font> when done to write the file to disk.<br><br>°It&apos;s possible to have multiple devices open at a time, but only one is active. See: https://stat.ethz.ch/R-manual/R-devel/library/grDevices/html/dev.html for examples."	"The output device (png, bmp, etc) is selected when specifying the output file name based on whatever function was called, e.g.:
`png(filename, ...)`
`bmp(filename, ...)`

Issue one or more plot commands, and call `dev.off()` when done to write the file to disk.

°It's possible to have multiple devices open at a time, but only one is active. See: https://stat.ethz.ch/R-manual/R-devel/library/grDevices/html/dev.html for examples."	""	""	"plot"	""	""	"R_include SAS_include R_plot SAS_ods"
"DS114861"	"Calculate the predicted means and confidence levels for the levels of a categorical variable <font class=dscode>var1</font> in a regression (say, a GLM)."	"Calculate the predicted means and confidence levels for the levels of a categorical variable `var1` in a regression (say, a GLM)."	"Y"	"If you didn&apos;t want to use the single-line statement, what is another method?"	"If you didn't want to use the single-line statement, what is another method?"	"<font class=dscode>LSMEANS var1 / OM CL;</font><br><br>Note the use of the OM option, which is typically the desired setting."	"`LSMEANS var1 / OM CL;`

Note the use of the OM option, which is typically the desired setting."	"The alternate method would be to use ESTIMATE statements, one for each level of <font class=dscode>var1</font>. To emulate the OM option, you would also need to set the level of the covariates to the appropriate value in the statement. Of course, if the LSMEANS statement is adequate, it&apos;s best to use that."	"The alternate method would be to use ESTIMATE statements, one for each level of `var1`. To emulate the OM option, you would also need to set the level of the covariates to the appropriate value in the statement. Of course, if the LSMEANS statement is adequate, it's best to use that."	""	""	"stat"	""	""	""	""	""	""	"stat"	""	""	"SAS_include R_stat SAS_stat"
"DS121035"	"Make dates or datetimes from separate components (ie, not from a character vector)."	"Make dates or datetimes from separate components (ie, not from a character vector)."	"Y"	"Can year be 2 digit year?"	"Can year be 2 digit year?"	"<font class=dscode>MDY(m, d, y);</font><br><br>y can be 2 or 4 digits. However, we recommend always using 4 digits."	"`MDY(m, d, y);`

y can be 2 or 4 digits. However, we recommend always using 4 digits."	""	""	""	""	"base"	""	""	""	""	""	""	"base"	""	""	"SAS_include R_base SAS_base"
"DS137982"	"Get an environment variable value."	"Get an environment variable value."	"Y"	""	""	"<font class=dscode>SYMGET(var)</font>"	"`SYMGET(var)`"	""	""	""	""	"base"	""	""	""	""	""	""	"base"	""	""	"SAS_include R_base SAS_base"
"DS138644"	"How are missing values handled in boolean conjunctions (and/or) and negation?"	"How are missing values handled in boolean conjunctions (and/or) and negation?"	"Y"	""	""	"The missing value (.) by itself evalutes to false (0), so <font class=dscode>IF (.)</font> is the same as <font class=dscode>IF (0)</font>.<br>Negating a missing number is therefore true."	"The missing value (.) by itself evalutes to false (0), so `IF (.)` is the same as `IF (0)`.
Negating a missing number is therefore true."	"†But, in comparisons:<br><font class=dscode>(. = 3)</font> - evaluates to true<br><font class=dscode>(. = .)</font> - also true<br><font class=dscode>(. &lt; 3)</font> - also true, since the missing numeric value is by convention considered to be less than any real number<br><font class=dscode>(. &gt; 3)</font> - evaluates to false, see above"	"†But, in comparisons:
`(. = 3)` - evaluates to true
`(. = .)` - also true
`(. < 3)` - also true, since the missing numeric value is by convention considered to be less than any real number
`(. > 3)` - evaluates to false, see above"	""	""	"base"	""	""	"Conjunction can result in <font class=dscode>NA</font>, <font class=dscode>TRUE</font>, or <font class=dscode>FALSE</font>, depending on whether the <font class=dscode>NA</font> could affect the result. For example, <font class=dscode>TRUE || NA</font> evaluates to <font class=dscode>TRUE</font> and <font class=dscode>FALSE || NA</font> evaluates to <font class=dscode>NA</font>."	"Conjunction can result in `NA`, `TRUE`, or `FALSE`, depending on whether the `NA` could affect the result. For example, `TRUE || NA` evaluates to `TRUE` and `FALSE || NA` evaluates to `NA`."	""	""	"base"	""	""	"R_include SAS_include R_base SAS_base"
